Title,Role,Score,Year,Free
超能少年之宿命之战,主演:李国麟曾伟权韩马利,6.0,2017,付费
古院迷情,主演:楚建,6.0,2017,付费
光头侠,主演:黄彬龙一一,6.3,2017,付费
青木诗社怪谈,主演:邓欣张永博,7.0,2017,付费
模特前规则,主演:王明明,6.1,2017,付费
阴阳咒,主演:陈鑫鑫王家连黄国兴,6.2,2017,付费
吃不了兜着走之港城风云,主演:纪海星刘东健杨永,6.2,2017,付费
好事行龙,主演:崔大笨红豆,6.1,2017,付费
我的女友是只猫,主演:杨浩,6.4,2017,付费
罗本的反击,主演:王广滨张天文,6.1,2017,付费
风月道人斗魔女,主演:王萌赵思,6.4,2017,付费
青城僵尸,主演:申琦刘诗童,6.5,2017,付费
追爱100天,主演:徐大宁霍秋慧,6.4,2017,付费
总有刁民想害朕,主演:李健仁杨能,7.2,2017,付费
雨夜恶魔,主演:苏德伦陶晶晶,6.3,2017,付费
耿直河南人,主演:樊伟鹏王晨王家霖,6.6,2017,付费
血战边境线,主演:刘峰超,6.8,2017,付费
三界之守铃者,主演:陈娜娜曾文明,6.6,2017,付费
三头六臂,主演:赵锦焘周子龙,6.5,2017,付费
中英街探案,主演:王元于青松,6.3,2017,付费
星灵传说,主演:王海祥徐冬梅王光辉,6.1,2017,付费
美女鬼上身,主演:李靓雨张越宁,6.3,2017,付费
贴身萌妹腹黑计划,主演:黄垲翔王骊亚,6.2,2017,付费
银河少女,主演:刘宇珽刘凌菱,6.0,2017,付费
疯狂熊猫血,主演:梁小松肖燕邵伟轩,6.8,2017,付费
手机控,主演:宋雷涛史沐可,6.4,2017,付费
缞神契约,主演:贾景晖林爽赵骏,7.2,2017,付费
拳锋,主演:袁建坤郭惟晨柳海龙,6.3,2017,付费
初秋,主演:刘笑语王紫硕,6.4,2017,付费
绝密恋人,主演:陈杨子王沛,6.5,2017,付费
超能少年之宿命之战,主演:李国麟曾伟权韩马利,6.0,2017,付费
古院迷情,主演:楚建,6.0,2017,付费
光头侠,主演:黄彬龙一一,6.3,2017,付费
青木诗社怪谈,主演:邓欣张永博,7.0,2017,付费
模特前规则,主演:王明明,6.1,2017,付费
阴阳咒,主演:陈鑫鑫王家连黄国兴,6.2,2017,付费
吃不了兜着走之港城风云,主演:纪海星刘东健杨永,6.2,2017,付费
好事行龙,主演:崔大笨红豆,6.1,2017,付费
我的女友是只猫,主演:杨浩,6.4,2017,付费
罗本的反击,主演:王广滨张天文,6.1,2017,付费
风月道人斗魔女,主演:王萌赵思,6.4,2017,付费
青城僵尸,主演:申琦刘诗童,6.5,2017,付费
追爱100天,主演:徐大宁霍秋慧,6.4,2017,付费
总有刁民想害朕,主演:李健仁杨能,7.2,2017,付费
雨夜恶魔,主演:苏德伦陶晶晶,6.3,2017,付费
耿直河南人,主演:樊伟鹏王晨王家霖,6.6,2017,付费
血战边境线,主演:刘峰超,6.8,2017,付费
三界之守铃者,主演:陈娜娜曾文明,6.6,2017,付费
三头六臂,主演:赵锦焘周子龙,6.5,2017,付费
中英街探案,主演:王元于青松,6.3,2017,付费
星灵传说,主演:王海祥徐冬梅王光辉,6.1,2017,付费
美女鬼上身,主演:李靓雨张越宁,6.3,2017,付费
贴身萌妹腹黑计划,主演:黄垲翔王骊亚,6.2,2017,付费
银河少女,主演:刘宇珽刘凌菱,6.0,2017,付费
疯狂熊猫血,主演:梁小松肖燕邵伟轩,6.8,2017,付费
手机控,主演:宋雷涛史沐可,6.4,2017,付费
缞神契约,主演:贾景晖林爽赵骏,7.2,2017,付费
拳锋,主演:袁建坤郭惟晨柳海龙,6.3,2017,付费
初秋,主演:刘笑语王紫硕,6.4,2017,付费
绝密恋人,主演:陈杨子王沛,6.5,2017,付费
我的女佬师,主演:张朋,6.4,2017,付费
寻汉记,主演:阳蕾王会来赵晟然,6.4,2017,付费
招魂笔记,主演:王骊亚杨紫茗沈凯,6.7,2017,付费
幸孕,主演:杨智迪秦楚明韩锐,6.8,2017,付费
遇见极品校花,主演:韩三明高瑕冯泓羽,6.5,2017,付费
最漫长的夏至,主演:虞朗宋沐泽张佳琳,6.2,2017,付费
赚够一千万,主演:王泫伊,7.0,2017,付费
神秘宝贝,主演:格桑,6.1,2017,付费
追凶报道,主演:刘小佳赵艺霖,6.0,2017,付费
补丁爱人,主演:马赛魏峰,6.5,2017,付费
校花大战外星人,主演:张嘉希陈昊蓝,6.6,2017,付费
后宫风韵传之霓裳玉女,主演:冯芷墨张多,6.0,2017,付费
邪术学徒,主演:徐阁白军选,6.2,2017,付费
封神战记3:武动苍穹,主演:李佩泽师伟,6.0,2017,付费
极品灭魂师,演员为空,6.0,2017,付费
超模沦陷局中局,演员为空,6.5,2017,付费
西游记之三圣归来,主演:冯凯韵,6.7,2017,付费
还魂夜之梦妻,主演:杨凯迪,6.2,2017,付费
僵尸水怪2,主演:方言,6.1,2017,付费
色计是空,主演:李沐羲冯普,6.1,2017,付费
泡妞俱乐部,主演:贺磊嘉伦,6.1,2017,付费
坏女人联盟,主演:李李奉李镇宇,7.5,2017,付费
游魂服务站,主演:汪洋尚斯琪,7.3,2017,付费
十八盗之云中鹤,演员为空,6.4,2017,付费
僵尸水怪,主演:方言,6.2,2017,付费
那些女人是妖精,主演:冯青,6.3,2017,付费
时光扇,主演:余宇李淑慧,6.5,2017,付费
审判游戏,演员为空,6.4,2017,付费
爱的接力2016,主演:李桦金芮伊,6.4,2017,付费
人鬼罪未了,主演:吴明轩赵谭,6.2,2017,付费
浪剑侠客,主演:余泽洋,6.1,2017,付费
谁动了我的校花,主演:陈奇,7.7,2017,付费
女娲日记,主演:崔友斌宋睿,7.6,2017,付费
四人间,演员为空,6.9,2017,付费
乌林大会,主演:许颂亚杨正龙,6.5,2017,付费
终极囚禁2016,主演:黄成麟,7.3,2017,付费
绝色蛊师,演员为空,7.1,2017,付费
坑蒙拐骗偷,主演:姬云潇王竹,6.9,2017,付费
完美攻略,演员为空,6.4,2017,付费
择日救赎,主演:郑晓东,7.0,2017,付费
啼血蝴蝶之罪爱,演员为空,6.1,2017,付费
传奇校园,主演:王厦洪天明,7.6,2017,付费
寻尸索命徒,主演:赵凯,6.5,2017,付费
灵魂骑士,主演:洪天明巴音,6.0,2017,付费
命运赌神,主演:芦伟李国麟,6.0,2017,付费
美女与吸血鬼,主演:BogdanPoiana,7.0,2016,免费
暗黑破坏王,主演:耿博文孙湘宜,6.4,2016,免费
噩梦猎人,主演:陈晓鸣邵汶,6.4,2016,免费
农家囧事,主演:大志王伟刘燕,7.4,2016,免费
凶间106,主演:苏航苏濛濛游千惠,6.8,2016,免费
再见坏小子,主演:高腾,7.5,2016,免费
天师战僵尸,主演:李理,6.5,2016,免费
禁婆,主演:何佳伟,6.5,2016,免费
黑暗料理,主演:冯子翰黄雨萱,5.2,2016,免费
闷骚女大劫案,演员为空,6.6,2016,免费
东北坐地炮,主演:马梓博李秀红,6.9,2016,免费
特色超人,主演:李达,6.9,2016,免费
终极试镜,主演:张小溪,6.9,2016,免费
囧友,主演:何继兵,6.6,2016,免费
一夜不了情,主演:陈恩港程芳,7.3,2016,免费
超能废物,演员为空,7.0,2016,免费
江湖岁月,主演:周毅,7.4,2016,免费
倩女幽梦,主演:裘佳刁伟国杨凯刘艺,6.3,2016,免费
我的模特女友,演员为空,7.2,2016,免费
等花开你还在,主演:李瑞雪,6.9,2016,免费
校花日记之女神经常来,主演:邹建文,7.4,2016,免费
第46号密室,演员为空,7.1,2016,免费
葬蛊岭,演员为空,5.8,2016,免费
梦幻女儿情,主演:任德勇睿熙龚喜,6.0,2016,免费
超级坏蛋联盟,主演:孟鹏邹平坦,6.7,2016,免费
疯狂副导演,主演:刘成钟情,7.3,2016,免费
僵尸古墓,主演:王孟宏芦伟,5.6,2016,免费
僵尸崛起：赶尸奇谭,主演:华若棋曹颖,6.2,2016,免费
车徒,主演:尹航侯磊张佳斯尹莹,7.6,2016,免费
钢管舞娘,主演:周子熙路思奇,7.1,2016,免费
美女与吸血鬼,主演:BogdanPoiana,7.0,2016,免费
暗黑破坏王,主演:耿博文孙湘宜,6.4,2016,免费
噩梦猎人,主演:陈晓鸣邵汶,6.4,2016,免费
农家囧事,主演:大志王伟刘燕,7.4,2016,免费
凶间106,主演:苏航苏濛濛游千惠,6.8,2016,免费
再见坏小子,主演:高腾,7.5,2016,免费
天师战僵尸,主演:李理,6.5,2016,免费
禁婆,主演:何佳伟,6.5,2016,免费
黑暗料理,主演:冯子翰黄雨萱,5.2,2016,免费
闷骚女大劫案,演员为空,6.6,2016,免费
东北坐地炮,主演:马梓博李秀红,6.9,2016,免费
特色超人,主演:李达,6.9,2016,免费
终极试镜,主演:张小溪,6.9,2016,免费
囧友,主演:何继兵,6.6,2016,免费
一夜不了情,主演:陈恩港程芳,7.3,2016,免费
超能废物,演员为空,7.0,2016,免费
江湖岁月,主演:周毅,7.4,2016,免费
倩女幽梦,主演:裘佳刁伟国杨凯刘艺,6.3,2016,免费
我的模特女友,演员为空,7.2,2016,免费
等花开你还在,主演:李瑞雪,6.9,2016,免费
校花日记之女神经常来,主演:邹建文,7.4,2016,免费
第46号密室,演员为空,7.1,2016,免费
葬蛊岭,演员为空,5.8,2016,免费
梦幻女儿情,主演:任德勇睿熙龚喜,6.0,2016,免费
超级坏蛋联盟,主演:孟鹏邹平坦,6.7,2016,免费
疯狂副导演,主演:刘成钟情,7.3,2016,免费
僵尸古墓,主演:王孟宏芦伟,5.6,2016,免费
僵尸崛起：赶尸奇谭,主演:华若棋曹颖,6.2,2016,免费
车徒,主演:尹航侯磊张佳斯尹莹,7.6,2016,免费
钢管舞娘,主演:周子熙路思奇,7.1,2016,免费
捉奸团,主演:程晓彬赵艺桐,6.8,2016,免费
单身狗奇遇记,主演:刘冰于小婉,7.7,2016,免费
灵异直播,主演:纪兆贤,6.4,2016,免费
致80后的逗比时代,主演:朱昱衡徐骥云张力,6.0,2016,免费
纵欲迷情,主演:闫鹏梁炜,6.6,2016,免费
僵尸皇帝,主演:杨竣茗刘沫彤,6.3,2016,免费
我的无头女友,主演:梁雪芹,7.4,2016,免费
网红番茄酱之掘金时代,主演:晓茹王欣小庄,7.3,2016,免费
罪囧,主演:孙研翔,5.9,2016,免费
非常特警,主演:刘炼李金莎,6.7,2016,免费
新傻儿司令,主演:何仲海,6.2,2016,免费
怨女幽魂,主演:关新月肖丽荣,6.6,2016,免费
爱上黑道女友,主演:何育骏,7.1,2016,免费
捆绑,主演:韦至,7.1,2016,免费
疯情,主演:练卓,6.9,2016,免费
血婴蛊毒,演员为空,6.5,2016,免费
裸奔,主演:陈欣刘芮侨陈莱蒙,6.3,2016,免费
红上开花大奖赛,主演:赵泓周雅璇郑子蔚,6.2,2016,免费
亲爸,主演:周恒远王子琦,6.0,2016,免费
少女大战武林高手,主演:丘雪如,6.5,2016,免费
楼市深喉,主演:倪众,7.0,2016,免费
美女直播夜,主演:马佳冶,6.6,2016,免费
黄泉阴镖,主演:向辰刘丹王薇鲁霖,6.2,2016,免费
女朋友&女朋友,主演:潘若瑶吴宣萱,7.4,2016,免费
媚影女特工3双生宿敌,主演:于洋郑德靳美玲,6.7,2016,免费
黑市拳霸2之乱斗天王,主演:迦南胡龙李琪冯芳芳,7.3,2016,免费
炫武,主演:郝帅候思思白那日苏,7.5,2016,免费
谜海,主演:杨涵斌陈俊杰龚韵熹,6.3,2016,免费
90后的苦B生活,主演:房岩王二利李岩,7.7,2016,免费
吧街小鲜肉,主演:陈观泰林伟健于天龙,6.2,2016,免费
雇佣兵（2016）,主演:苗韵桐叶超,6.1,2016,免费
伏魔记,演员为空,7.6,2016,免费
贼闹心之青春,主演:祥子,7.5,2016,免费
三炮哥重出江湖,演员为空,7.1,2016,免费
你是我兄弟,主演:刘美含,7.6,2016,免费
女神的诱惑:致命陷阱,主演:王龙王珍,6.9,2016,免费
不许蒸发的记忆,演员为空,6.8,2016,免费
西游之西梁女国,主演:于尚,6.4,2016,免费
三傻闯江湖之一本万利,主演:秦龙王海洋赵瑞鑫,6.8,2016,免费
正义使者2016,主演:郭菲儿王珺萍王娜,7.1,2016,免费
傻子赖子匪,演员为空,6.1,2016,免费
玩命大主播,主演:陈诗敏,7.2,2016,免费
圈子,主演:李鹤,6.2,2016,免费
爱情与尊严,演员为空,7.0,2016,免费
抠钱家族,演员为空,6.8,2016,免费
活埋,主演:郭迎军徐海涛李升翰,6.2,2016,免费
东北古惑仔2之今生缘,主演:小黑李俊,6.7,2016,免费
魔都战警,主演:贺刚郭柯彤范雨林,7.0,2016,免费
HELLO警察小姐,主演:陈岚,6.8,2016,免费
通灵行者之分歧,主演:徐思远娄彦艳,6.6,2016,免费
死亡连环画,演员为空,6.6,2016,免费
嘻游疯神记,演员为空,5.5,2016,免费
明珠三国2之貂蝉攻略,主演:彭程,6.6,2016,免费
恶棍英雄,主演:孙昊张芷榕艾菱措,6.6,2016,免费
碉堡了之搞定至尊宝,主演:陈瑶,7.1,2016,免费
异能传之点金圣手,主演:叶小开,7.3,2016,免费
终极格斗之拳霸天下,主演:孙云涛潘家宝丁坤,7.0,2016,免费
少年侦探,主演:李青柯李卓尧,7.1,2016,免费
隔壁女生的日常,主演:吴晴,7.7,2016,免费
青春期-原来你还在那里,主演:吴尧杰高唱肖焱赵莹,7.3,2016,免费
致命速递2016,主演:海岩刚,6.8,2016,免费
疯狂美人计,主演:杨涌陈觅,6.8,2016,免费
我和我们,主演:王宇,7.8,2016,免费
赌神再战江湖之拖鞋赌王,主演:任飞扬教海哗杜歌,6.6,2016,免费
血狼女,主演:石天龙,7.0,2016,免费
降龙传说,主演:潘时七王伊,6.8,2016,免费
三界传说之魔界圣僧,主演:李肖宁沈璐白海涛,7.0,2016,免费
蜜月里杀人事件,主演:王冠权韩妤儿,7.1,2016,免费
黑市拳霸之盲拳天王,主演:迦南,7.3,2016,免费
鬼火,主演:崔龙飞张斌何玉婷,6.4,2016,免费
血魔方,主演:白静,7.0,2016,免费
炼狱,主演:王铁见,7.4,2016,免费
夜蒲之奶爸总裁,主演:李文骁侯迪,7.7,2016,免费
铁岭老炮儿,主演:刘谦王大帅,6.8,2016,免费
阴阳小姐,演员为空,6.9,2016,免费
情感大Q,主演:钟子炫郭佩妮,6.4,2016,免费
凶饰之夺魂快递,主演:王晓东,6.8,2016,免费
狼的爱情,主演:梅俪儿朴奕心,7.4,2016,免费
初三那年,主演:张东,6.9,2016,免费
千面欲虐,主演:刘磊,6.4,2016,免费
女人嗨起来,主演:郭乐瞳,7.2,2016,免费
p图成真,演员为空,6.9,2016,免费
爱，在北京,主演:于青锋王乙童,6.2,2016,免费
我的明星老爸,主演:张胜淼席丹张天一,6.3,2016,免费
僵尸世界,主演:方言,6.5,2016,免费
九尾猫·仙逆,演员为空,7.1,2016,免费
暗夜心理师,主演:赵一龙,6.2,2016,免费
备胎狂欢劫,主演:洪倩,6.9,2016,免费
7月7之猛鬼村,主演:许玮妍张冬,5.4,2016,免费
美女住客,主演:任德勇,6.8,2016,免费
罪案主播,演员为空,7.5,2016,免费
青春嗨起来,主演:吴昊泽,6.3,2016,免费
杀马特大战基隆港,主演:胡宗祥于洋,6.0,2016,免费
明日情圣,主演:邹杨,7.7,2016,免费
盗宝奇葩之猎肉杀身,主演:何有理,5.6,2016,免费
欲望河流,演员为空,6.5,2016,免费
大风起兮,主演:胡凯楼权黄聪山,6.0,2016,免费
我约了一个情人杀手,主演:范家其田爽,6.3,2016,免费
当我成为你,主演:边嘉威张雪迎,7.1,2016,免费
欲爱（刘前程版）,主演:刘前程,7.2,2016,免费
江湖之义字当先,主演:罗家英李子雄,6.9,2016,免费
一夜情旅,主演:邢洋,7.7,2016,免费
疯狂小镇,主演:陈升卫,6.9,2016,免费
意许遗诺之前世今生,主演:张承阳谭渤霖,7.3,2016,免费
恋物者,主演:冯泽雨阿拉蕾,6.6,2016,免费
荒坟美影,主演:任珅,6.8,2016,免费
恋爱勿语,主演:龙馨悦孔奇力,7.3,2016,免费
憨爸,主演:陈强华,7.9,2016,免费
猎爱,主演:刘前程,7.4,2016,免费
魔都四十四号,主演:孔奇力付柔美琦,7.4,2016,免费
危险的爱2016,演员为空,7.1,2016,免费
浴室惊魂,主演:于一番,6.7,2016,免费
30cm的距离,主演:王昊宇,5.9,2016,免费
赶尽杀绝,主演:杨君豪布凤娇刘凯榕,6.8,2016,免费
捉妖天师之新妇借道,主演:宋涵宇张冰倩,7.3,2016,免费
如果没有遇见你,主演:连凯阳蕾,7.1,2016,免费
四大美人之贵妃闯地府,主演:吴春燕,7.0,2016,免费
向女神挺进,演员为空,6.9,2016,免费
杀人日记,主演:何欣烛,7.0,2016,免费
山影迷踪,主演:夏添徐冰,6.2,2016,免费
四大美人之贵妃闯地府,主演:吴春燕,7.0,2016,免费
向女神挺进,演员为空,6.9,2016,免费
杀人日记,主演:何欣烛,7.0,2016,免费
山影迷踪,主演:夏添徐冰,6.2,2016,免费
杀戮轮回,主演:温朋达汪碧清郑泽璐,7.6,2016,免费
大小笑探,主演:贾旭明,7.6,2016,免费
大学过半,主演:谢银芬史春虎刘怡,6.5,2016,免费
万年僵尸王,主演:张嘉鼎,5.8,2016,免费
猛鬼归来,主演:方言,7.0,2016,免费
新鬼打鬼,主演:狄威姜彦希,7.0,2016,免费
死亡记忆,主演:杜旭东,7.3,2016,免费
笙秋,主演:杨润坤,7.1,2016,免费
渣男的100种死法,主演:田甜,7.6,2016,免费
三贱客2016,主演:张玉轩胡俊铭尤旻昊,6.9,2016,免费
魔幻西游,主演:王强强,4.8,2016,免费
命运战刀,演员为空,6.9,2016,免费
灵魂侦探,主演:高成龙,6.1,2016,免费
诡影实录,主演:杨易之黄乙琳辰轩锐,6.7,2016,免费
僵尸先生后传,主演:田原璐,6.3,2016,免费
驱魔保安3暗月教,主演:周敬峰,7.2,2016,免费
新娘,主演:冯芷墨,6.3,2016,免费
不合理蛙,主演:薛晴,6.3,2016,免费
炼爱,主演:刘前程郑晓甫,7.3,2016,免费
无热血不青春之校花与古惑仔,主演:程紫城,7.4,2016,免费
舞女抢劫案,主演:苏德伦郜玄铭,6.7,2016,免费
灵魂脱壳,主演:张翰文乔晟一,6.3,2016,免费
一惊到底,主演:张唯周芷雅,5.8,2016,免费
无人区杀人事件,演员为空,7.2,2016,免费
我在黑道那几年,主演:何中华傅隽,7.0,2016,免费
消失的乐手,主演:金子乔,6.2,2016,免费
隐爱,主演:刘前程,7.2,2016,免费
美女足球队,演员为空,7.9,2016,免费
谁的爱情不迷茫,演员为空,6.7,2016,免费
夜游狂魔,主演:罗永强来永丹赵信尊,6.1,2016,免费
纯情少女俏酒保,主演:亚孟乐,7.0,2016,免费
超级道长,主演:孙云涛,6.0,2016,免费
禁爱,主演:刘前程龙政璇,7.4,2016,免费
老曹鬼故事,主演:曹志宇大鹏李忠,5.6,2016,免费
欲望森林,主演:贾雪,6.4,2016,免费
漂浮,主演:张宇游元军,6.1,2016,免费
东北往事之痞子训练营,主演:MC天佑,7.0,2016,免费
校园恐怖故事之心怨,演员为空,6.8,2016,免费
捡个将军做男友,演员为空,6.6,2016,免费
飘雪丹心,演员为空,6.5,2016,免费
宅男的终极幻想2,演员为空,7.4,2016,免费
凌晨4:44,主演:徐浩然,6.2,2016,免费
血战上海滩2,主演:姚尧,7.2,2016,免费
爱你咬你,主演:姜天阳,7.3,2016,免费
随心索欲,主演:石靖怡,7.6,2016,免费
赌神来了,主演:房映华,6.9,2016,免费
神探娇娃,主演:丁锐王雯雯,7.1,2016,免费
冷宫传之贵妃魅影,主演:梁丹妮,6.5,2016,免费
姬教授 上,主演:肖宗灵,6.5,2016,免费
太囧升职记,主演:高利虹,6.5,2016,免费
火眼貔貅,主演:陈欢陈佩珊,7.3,2016,免费
情义无悔,主演:MC天佑,7.4,2016,免费
球爱大越位,主演:魏峰,7.8,2016,免费
一夜疯狂2,主演:荆民强贾晓升,6.9,2016,免费
欲望仇杀,主演:王光辉,6.7,2016,免费
摩登群侠之二货神探,主演:张艺骞,7.3,2016,免费
试爱禁区,主演:朱美璇赵天宇范陆,6.8,2016,免费
毕业300天,演员为空,7.4,2016,免费
好人谢谢你,主演:雷体勇沈梓萌陈镁曦,6.7,2016,免费
神画奇踪,主演:王昭,7.1,2016,免费
我的真爱,主演:都钊,7.3,2016,免费
天师之九转轮回盘,主演:孟智超,7.0,2016,免费
办公室女郎,主演:刘小乔,7.2,2016,免费
怕羞的木头人,主演:刘筱筱哈妮,7.3,2016,免费
扎纸先生,主演:王丁宇,7.1,2016,免费
股神3之控庄者,演员为空,7.7,2016,免费
谁动了我的闺蜜,演员为空,7.1,2016,免费
快来绑架我,演员为空,6.3,2016,免费
浴缸里的女人,主演:陈欣茹纪海星,6.2,2016,免费
小镇英雄之江湖无道,主演:毕卡刘钊吕十一卢云,7.0,2016,免费
驯鬼为夫,主演:范雨彤,6.8,2016,免费
恶魔的后宫,主演:徐艺涵,6.5,2016,免费
灵魂快递之死神到来,主演:李星,6.7,2016,免费
极度肉侵,演员为空,6.4,2016,免费
梦想的代价2,主演:周观钦龙世峰蒋孙全,6.6,2016,免费
吸血鬼侦探,主演:涂世旻,7.0,2016,免费
泰惊魂之古镜,主演:张皓森,7.2,2016,免费
少女的私房逆吻,主演:杨林果谢云梓,5.7,2016,免费
四大美人之昭君捉鬼,演员为空,6.7,2016,免费
犬心犬意,主演:张佳周天保张伟,7.8,2016,免费
欲望迷宫2迷雾山庄,演员为空,6.3,2016,免费
荒宅恶灵,主演:李金洋杨竣茗郭欣妍,6.8,2016,免费
黑洞效应·救赎,主演:李治源,6.3,2016,免费
重生三国之刺杀张角,主演:王毅凡王中楷,7.2,2016,免费
灵眼,主演:闫薇儿邱浩轩,6.7,2016,免费
我是炮哥,主演:王东东,6.8,2016,免费
娱乐圈,主演:屈浩明,7.4,2016,免费
青春不加糖,演员为空,7.1,2016,免费
七夕那点事儿,主演:郭静琳,7.4,2016,免费
超能老师,主演:涂乐,7.2,2016,免费
疑似真凶,主演:郑茜刘克松,5.9,2016,免费
影子猎人之血灵契约,主演:于卿杨尚贤,7.3,2016,免费
谁杀了潘巾莲2白衣神探,主演:季子渊,6.9,2016,免费
琴场高手之灵魂暴走,主演:谢芷伦,7.3,2016,免费
护宝奇兵之黑楼魅影,主演:艾尚絮,6.7,2016,免费
疯狂IP,演员为空,6.9,2016,免费
我不是粗人,主演:张霆孙喜歌,7.1,2016,免费
仙女特攻队,主演:高珊,6.9,2016,免费
男人勿入之女皇温泉,演员为空,7.4,2016,免费
我的师父黑无常,主演:郭云飞,6.9,2016,免费
索命七间房,演员为空,6.6,2016,免费
太子出宫记,主演:邓宁,7.4,2016,免费
叶落沐扇,演员为空,7.1,2016,免费
鹅滴个神,主演:李达陈宇星,7.0,2016,免费
人鬼不了情,演员为空,7.1,2016,免费
末代掌门,主演:罗德元罗维纶,7.3,2016,免费
黄昏·消隐,主演:杨琅,7.0,2016,免费
道士捉妖记,主演:岳野成佳慧,6.7,2016,免费
奔跑吧！裤衩,主演:MC天佑林琪,7.3,2016,免费
捉妖大队,主演:牟凤彬,7.0,2016,免费
囚爱,主演:孙玮伦冯芷墨,7.0,2016,免费
天师伏魔2弑魂,主演:檀健次卢沁希,7.1,2016,免费
比基尼派对,主演:李妍锡,7.3,2016,免费
爱你烦不了,主演:高兰村陆应果,7.4,2016,免费
你这磨人的俄国小妖精,主演:王斌,7.4,2016,免费
红色记忆,主演:丁建国,6.2,2016,免费
人兄鬼弟,演员为空,6.5,2016,免费
爱情感冒,主演:彭德松,7.0,2016,免费
神游上海滩,主演:章小军,7.1,2016,免费
销魂杀机,演员为空,7.4,2016,免费
驱魔少年2,主演:简佳琳,7.3,2016,免费
孤岛游戏,主演:李璐兵,5.9,2016,免费
第八代导演,主演:谢曦子杨冠鹏,6.3,2016,免费
千金魅惑,主演:刘艺丹秦翔宇,7.0,2016,免费
宝器,主演:李磊,6.5,2016,免费
那年我们十八岁,主演:王跃舟王赛男何佳颖,6.7,2016,免费
港北风云之龙在江湖,主演:刘飞,6.8,2016,免费
七星龙墓,主演:温世韡叶倩雅张艺之,6.5,2016,免费
愤怒的同桌,主演:刘林马亚楠,7.2,2016,免费
姐妹2016,演员为空,7.7,2016,免费
二狗进城,主演:唐鑫,7.0,2016,免费
午夜黑车,主演:何佳伟,6.0,2016,免费
蜜月杀机,主演:李天烨,5.8,2016,免费
大宋夜总汇之梦回青楼,主演:徐千京刘晋钊,7.3,2016,免费
灵魂恋人,主演:文雨非蔡芷纭,7.6,2016,免费
最后一个杀手,演员为空,5.9,2016,免费
幽冥船,主演:邹笨笨,6.8,2016,免费
奇葩主播升职记,主演:杨雪,7.5,2016,免费
恋爱联盟队,主演:赖嘉豪杨景辉,7.3,2016,免费
窥视欲,主演:姜艺声张天柏,6.4,2016,免费
逃学英雄2,主演:吴业晗黄一山,6.2,2016,免费
嫌疑人z致命欲望,主演:闫鹏,6.7,2016,免费
不良星座之颜值学妹团,主演:彭禺厶,7.0,2016,免费
冤魂不散,主演:赵倩雯洛征东,6.9,2016,免费
白日杀机2,主演:张仟颜敬杰,7.0,2016,免费
妈妈2016,主演:秦跃芳,7.6,2016,免费
天黑别闭眼,主演:李佳璇徐东,7.0,2016,免费
九度空间之濒死体验,主演:丁志诚,7.2,2016,免费
鬼镯之阴阳生死环,演员为空,6.8,2016,免费
惊天盗梦团,主演:于久洲马晨龙,6.3,2016,免费
误入歧途,演员为空,6.1,2016,免费
绝命追凶,主演:刘振安,7.0,2016,免费
遗失的美好,主演:杨金承陆媛媛,6.2,2016,免费
危险人妻,演员为空,7.4,2016,免费
绝地逃生,主演:文东俊李蔓绮,6.8,2016,免费
特工管家,主演:刘静怡张建海,7.1,2016,免费
魔法甜甜圈,主演:马晓灿,7.3,2016,免费
鬼上身2016,主演:耿博文,7.2,2016,免费
青春往事,主演:杜玉明王旭升,7.0,2016,免费
