Title,Role,Score,Year,Free
桃色迷局,主演:郭芯榕,6.4,2015,免费
癞蛤蟆遇小天鹅,主演:温海波,6.9,2015,免费
东北兄弟之千予千成,主演:周圣博,7.1,2015,免费
整蛊雇佣团,主演:张成成金子栩李子轩,6.6,2015,免费
尘封的抗战记忆,主演:陈杨子,5.9,2015,免费
墙后的秘密,主演:夏仪斌,6.7,2015,免费
石头侠,主演:吴樾,6.9,2015,免费
奇葩特工之国产008,主演:张世玉,7.1,2015,免费
盗墓诡影之寻龙点穴,主演:隨存毅,6.2,2015,免费
僵尸大厦,主演:赵嘉奇,6.4,2015,免费
非常幻想,主演:王莘迪,7.0,2015,免费
传奇酒馆,主演:贾征宇,7.5,2015,免费
盗墓诡影之九星雍王墓,主演:隨存毅,5.8,2015,免费
女神巧遇女汉子,主演:谢承佑,6.6,2015,免费
捉妖者联盟II大圣娶妻,主演:刘頔,7.4,2015,免费
诡异录之锁龙井,主演:谈莉娜贾盛强季子渊,6.0,2015,免费
校花股神,主演:陈佳佳(北京),6.5,2015,免费
逆袭的青春,主演:阚婷婷,6.5,2015,免费
龙吟,主演:郭冬临,6.1,2015,免费
江湖之兄弟情,主演:黄一飞,7.3,2015,免费
佬炮之西游行,主演:汪洋,5.9,2015,免费
疯狂寻爱记,主演:姚雨鑫,7.5,2015,免费
小炮儿之三傻大劫案,主演:赵小炮,7.6,2015,免费
千门风云,主演:杨地,6.7,2015,免费
别把她宠坏,主演:左一阳,6.9,2015,免费
股神,主演:吴毅将,7.2,2015,免费
穿越世纪的前任,主演:芦伟夏仪斌刘倩迎,6.1,2015,免费
遭遇海明威,主演:韩宝凛,6.6,2015,免费
僵尸侠,主演:何映桥卢沁希舒强,6.1,2015,免费
出马仙之驱邪特工队,主演:谷丰,7.4,2015,免费
桃色迷局,主演:郭芯榕,6.4,2015,免费
癞蛤蟆遇小天鹅,主演:温海波,6.9,2015,免费
东北兄弟之千予千成,主演:周圣博,7.1,2015,免费
整蛊雇佣团,主演:张成成金子栩李子轩,6.6,2015,免费
尘封的抗战记忆,主演:陈杨子,5.9,2015,免费
墙后的秘密,主演:夏仪斌,6.7,2015,免费
石头侠,主演:吴樾,6.9,2015,免费
奇葩特工之国产008,主演:张世玉,7.1,2015,免费
盗墓诡影之寻龙点穴,主演:隨存毅,6.2,2015,免费
僵尸大厦,主演:赵嘉奇,6.4,2015,免费
非常幻想,主演:王莘迪,7.0,2015,免费
传奇酒馆,主演:贾征宇,7.5,2015,免费
盗墓诡影之九星雍王墓,主演:隨存毅,5.8,2015,免费
女神巧遇女汉子,主演:谢承佑,6.6,2015,免费
捉妖者联盟II大圣娶妻,主演:刘頔,7.4,2015,免费
诡异录之锁龙井,主演:谈莉娜贾盛强季子渊,6.0,2015,免费
校花股神,主演:陈佳佳(北京),6.5,2015,免费
逆袭的青春,主演:阚婷婷,6.5,2015,免费
龙吟,主演:郭冬临,6.1,2015,免费
江湖之兄弟情,主演:黄一飞,7.3,2015,免费
佬炮之西游行,主演:汪洋,5.9,2015,免费
疯狂寻爱记,主演:姚雨鑫,7.5,2015,免费
小炮儿之三傻大劫案,主演:赵小炮,7.6,2015,免费
千门风云,主演:杨地,6.7,2015,免费
别把她宠坏,主演:左一阳,6.9,2015,免费
股神,主演:吴毅将,7.2,2015,免费
穿越世纪的前任,主演:芦伟夏仪斌刘倩迎,6.1,2015,免费
一路疯狂,主演:牛松,6.3,2015,免费
诡宅之幽灵党,主演:万昕金靖承王博宋茜,6.9,2015,免费
追女三十六计（上）,主演:辛柔,6.1,2015,免费
夜惑2之太阳雨,主演:曹酉然钟纯妍郑文博,6.9,2015,免费
直男拳手的弯道,主演:杜珺李炳宜朱烨,7.5,2015,免费
功夫老婆,主演:徐浩然罗玉颜郜玄铭,6.5,2015,免费
鬼话连篇之镜仙,主演:王楠漆子美,6.7,2015,免费
腿哥！别停,主演:王帅王逢春,7.2,2015,免费
混蛋必须死,主演:何理郝天明陈强生,7.0,2015,免费
尖叫三国,主演:余泽阳马启铭,6.8,2015,免费
开心鬼救鬼,主演:曾钟萍何明,6.2,2015,免费
劫妖录,主演:吴建国于洋,6.3,2015,免费
道莫邪,主演:陈杨子储毅吴建宇,6.9,2015,免费
大寺神童,主演:王洪祥,6.9,2015,免费
恶梦天使,主演:皮逸嘉,6.4,2015,免费
相亲也疯狂,主演:阮大为小霹雳,6.9,2015,免费
赌圣2015,主演:程东张智豪吴业晗,6.8,2015,免费
我哥叫叶良辰,主演:花花徐啸,5.9,2015,免费
鬼诱,主演:方言孙逢苑房映华,6.8,2015,免费
爱一次不够,主演:白馨润熊玉婷谭镁纶,7.4,2015,免费
头牌魔姬·觉醒,主演:居来提吕艳崔迪,6.7,2015,免费
幻靈使徒,主演:包捷吴晴于超然田爽,6.5,2015,免费
天钟,主演:李威,6.4,2015,免费
画心师,主演:秦立洋卢沁希,7.3,2015,免费
网络红人,主演:游乐儿高伟,7.3,2015,免费
路囧,主演:张海超,5.1,2015,免费
荷尔蒙大冒险,主演:陈立谦,7.5,2015,免费
赵六艺的妖怪,主演:蔡力豪杜育榕,6.5,2015,免费
夏沫的白日梦,主演:周末王元一,6.5,2015,免费
钱囧II钱生钱,主演:唐鑫蒋雨蓓陆若涵,7.1,2015,免费
夜上海·女人花,主演:尹曦方旭倩孙坤江涛,6.5,2015,免费
消失的恋人,主演:于陈成杨晴,6.4,2015,免费
行尸崛起之丧尸新娘,主演:何佳颖秦立洋王娇,7.3,2015,免费
异次元少女失踪事件,主演:钟一宪周家宇颜隆,6.9,2015,免费
疯狂兄弟,主演:王思阳王思明,7.3,2015,免费
微博直播杀人事件,主演:徐申东,6.5,2015,免费
摩登神探2015,主演:金小优,6.1,2015,免费
龙蛋进城,主演:龙杨杨,6.4,2015,免费
流言飞语,主演:彭雪婷,6.7,2015,免费
古城魅影,主演:黄昕,5.6,2015,免费
绝色少女变身记,主演:杨子萱,7.2,2015,免费
鏖战之罪孽成佛,主演:轲然高依依陈奕名,6.7,2015,免费
去死吧宅男之天降贼美眉,主演:杨子萱欧阳惟康刘琦,7.3,2015,免费
残碎的记事本,主演:周艳婷乔波波安亚龙,6.6,2015,免费
死神来袭,主演:包美美杜晓书薛敬一,6.5,2015,免费
兄弟难当,主演:杜歌伊洪涛张涛,7.8,2015,免费
西游外传之八戒娶亲,主演:任德勇,5.6,2015,免费
消失的爱情,主演:原晓洁欧阳艺丰,6.9,2015,免费
南京东1937,主演:林纪李梓涵,6.6,2015,免费
蕾丝男女·东莞之囧,主演:夏仪斌吴泳茵陈升卫,6.0,2015,免费
东北花泽类之起幺蛾子,主演:文立刀杜煜峰王博文,7.8,2015,免费
攻炮砖家,主演:胡世闻俞延玗,7.6,2015,免费
夜袭寡妇村,主演:朱永媛,6.5,2015,免费
病毒之末日危机,主演:赵峰,6.6,2015,免费
特工惊魂007,主演:文江,7.2,2015,免费
内幕风暴之股市风云,主演:陈俊霖,7.1,2015,免费
千金女侠傻白甜,主演:李小娇,7.7,2015,免费
赤裸女特工,主演:于洋,6.4,2015,免费
咸水湖,主演:雷诺然,5.9,2015,免费
德州迷情,主演:莫绮雯黎宇航卢景龙,7.2,2015,免费
死亡记录,主演:李涛亮徐茜,6.3,2015,免费
捉三记,主演:朱珏马子洛,6.2,2015,免费
泡妞大行动,主演:孟瑞曲昱曈李海铭,6.8,2015,免费
解救熊先生,主演:潘彦妃,6.1,2015,免费
熊孩子,主演:王小源刘鉴仪,7.0,2015,免费
天女猎妖团,主演:黄安刘青,6.8,2015,免费
大侦探夏洛克之索命密室,主演:尤瑟夫,6.5,2015,免费
暴走超人,主演:刘超魏中凯雯迪斯,7.5,2015,免费
你别吓唬我,主演:张琦刘宇李爽,6.9,2015,免费
魔幻笔记之九龙无字天书,主演:马晓萌王梓萱,6.9,2015,免费
丧尸大战僵尸,主演:彭禺厶朱佳希,7.1,2015,免费
捉妖济3人鬼殊途,主演:刘頔齐超桑娜舒雅,7.4,2015,免费
赌鬼传奇之开心赌鬼,主演:郭强史耀中,7.1,2015,免费
放飞,主演:包美美,6.2,2015,免费
开心赌鬼,主演:刘衍辰杨默蒲骁,6.8,2015,免费
还我一个家,主演:霍志刚罗京京孙慧敏,6.3,2015,免费
恋上女教师,主演:左森张洪杰,7.4,2015,免费
道士降魔2之僵尸村,主演:杨易之,6.6,2015,免费
求爱大作战（2015）,主演:花婧轩,7.0,2015,免费
疯狂的骗子,主演:王世耀张聪聪,6.7,2015,免费
枕边的陌生女郎,主演:朱丽玲张瀚博,7.0,2015,免费
这个杀手不太灵,主演:杨安琪庞贝童陈利,6.3,2015,免费
天下无单,主演:程航张昕琦,6.5,2015,免费
月珑湾之解救武先生,主演:杨瀑琳林琪,6.8,2015,免费
寻龙密码之真假棺椁1,主演:齐超桑娜(演员）,6.2,2015,免费
爱情碟中谍,主演:张晗魏立斌李东海,6.2,2015,免费
警匪警,主演:尚雨哲,6.4,2015,免费
霸道学姐爱渣男,主演:秦立洋卢沁希,7.3,2015,免费
九层魔塔,主演:威利斯曾淇柴浩,5.8,2015,免费
赶尸惊魂,主演:郑梦瑶蒋德亮,5.7,2015,免费
武则天降妖记,主演:肖基国,6.1,2015,免费
三体之灵魂危机,主演:田爽,6.6,2015,免费
机器情人,主演:王铮,7.9,2015,免费
寻凶诀,主演:刘成,6.9,2015,免费
原罪少女,主演:刘静怡付星晨,7.5,2015,免费
鬼点灯,主演:曾淇于介平陈星池,7.4,2015,免费
生死门之夺命电梯,主演:沈驰,6.6,2015,免费
学长有诡,主演:付柔美琦,7.2,2015,免费
约跑,主演:张晋升罗玉颜洪浩,5.8,2015,免费
炮灰,主演:边嘉威王梓楠,6.6,2015,免费
战王,主演:胥明文易莉苏伟刚,7.0,2015,免费
泡妞三十六计,主演:张丽立董硕,7.4,2015,免费
萝莉进行时2,主演:爱丽丝队,6.5,2015,免费
吹灯笔记,主演:林思海,6.0,2015,免费
后青春,主演:沙雷,7.1,2015,免费
超能荷尔蒙,主演:张宥浩,7.0,2015,免费
丧尸屠城,主演:戴金垸,6.4,2015,免费
山炮赌王,主演:沈文俊刘芊辰陈星池,7.5,2015,免费
合租男女,主演:唐以利孙小曼,7.4,2015,免费
妈妈，我爱你,主演:张辉,7.4,2015,免费
就不告诉你,主演:何永礼陈佳豪顾宇,6.7,2015,免费
我的哥哥是特工,主演:张晶,7.8,2015,免费
脱单攻略,主演:邬添乐,6.7,2015,免费
怨念旅馆1心跳赏金,主演:秦立洋刘威州张承阳,6.7,2015,免费
屌丝侠,主演:高远尤浩然,6.2,2015,免费
杀人游戏,主演:张宇王怡苏于容彬,7.1,2015,免费
怨灵死咒,主演:胡苏涵叶硕陈棉棉,6.7,2015,免费
突袭格斗,主演:王晓庆,6.4,2015,免费
闹在囧途,主演:李骏诚潘彦妃李梓豪,6.3,2015,免费
盗墓之平地生风,主演:时男,6.4,2015,免费
霸道总裁与乡村女教师,主演:陈凯翔,7.0,2015,免费
黑洞系列之狼入室,主演:李依馨肖宗灵,7.4,2015,免费
地库婴啼,主演:郝昭赫,6.5,2015,免费
黑丝俏医生,主演:冯玲玲伍畏,6.3,2015,免费
无敌相师之血魔重生,主演:周敬峰宋星妍王霏,7.1,2015,免费
大赌豪,主演:马鑫,7.2,2015,免费
谁杀了潘巾莲,主演:宋锐贤,6.4,2015,免费
壕门虐恋,主演:杨润坤,7.2,2015,免费
不再床上说爱你,主演:黄永卓任韵淇,6.4,2015,免费
死亡聊天室,主演:褚旭郑文杰李根,6.3,2015,免费
致我们终将逝去的爱情,主演:杨岱岳张帆何云龙,6.4,2015,免费
海滩救援队之食人海怪,主演:李国麟卢惠光李雨阳,6.3,2015,免费
我的校花妹妹2,主演:王博,7.4,2015,免费
整容前规则,主演:彭禺厶朱佳希,7.1,2015,免费
天师伏魔之觉醒,主演:李季,6.4,2015,免费
鬼局之荒村老僵,主演:高少伟,7.0,2015,免费
天师,主演:申甲哲王艺霏马晓军,7.4,2015,免费
道人山异闻之恶灵再现,主演:朱琳李家慧仲占杰,6.2,2015,免费
Diaosi逆袭影视圈,主演:张尧李红陶晁坤,6.1,2015,免费
世纪情缘,主演:徐二娃艺小高,6.4,2015,免费
鬼眼,主演:包美美侯辉辉郑丹婷,5.9,2015,免费
我叫叶凉晨,主演:黄振东王曼妮,6.9,2015,免费
永不停歇,主演:雷承昆梁平,6.2,2015,免费
变身计,主演:张祥硕张圣迎弭恺,7.2,2015,免费
山炮进城,主演:小沈阳文松宋晓峰,7.4,2015,免费
特工学妹,主演:傅筱陈敬德,6.8,2015,免费
疯狂夺爱,主演:杨润坤花婧轩刘小乔,7.2,2015,免费
炫熠青春,主演:李俊雨刘存希赵扬,7.3,2015,免费
电影女王,主演:玛利亚常玉词陈怡曼,6.2,2015,免费
死神归来,主演:乔一峰田浩,6.2,2015,免费
河东师情,主演:郭宏伟,6.5,2015,免费
女人是老虎,主演:张凯阳蕾,6.8,2015,免费
超级兵王混农村,主演:杜晓帆,6.9,2015,免费
阴婚之鬼压床,主演:唐伟鹏,6.9,2015,免费
僵尸新郎,主演:赵家勇,5.4,2015,免费
疯狂钞票,主演:黄兆辉安米,6.5,2015,免费
午夜加油站,主演:李文豪李思琪,5.3,2015,免费
距离,主演:尹艺锦,7.1,2015,免费
绝色逃跑妃,主演:韩雨曦,6.7,2015,免费
沪囧,主演:孙健原,6.9,2015,免费
鬼魅灯,主演:彭禺厶蒋依杉,6.4,2015,免费
疯狂寻宝记,主演:萧鸿鹏迟漠寒,5.0,2015,免费
新开心鬼,主演:刘思佳时天意,6.7,2015,免费
混社会之身不由己,主演:文庆华峤,7.1,2015,免费
捉妖者联盟,主演:刘頔齐超,6.5,2015,免费
出租半张床3婚姻游戏,主演:徐伟,7.3,2015,免费
钱囧,主演:李雅男唐鑫,6.8,2015,免费
僵尸归来(2015),主演:李红陶,7.2,2015,免费
代孕2,主演:包美美侯辉辉,6.4,2015,免费
黑色图谋,主演:毕晓晨王紫硕,6.5,2015,免费
心控,主演:奚小俊徐立,5.7,2015,免费
我的美女总监,主演:高利虹纪子墨,7.1,2015,免费
美人驾到,主演:陈璐周杰,7.0,2015,免费
盗墓奇遇记,主演:黄旭高疙瘩,6.2,2015,免费
澳囧,主演:姜寒徐婷,7.1,2015,免费
僵尸（2015）,主演:吴建国,6.8,2015,免费
偷心（2015）,主演:周娇张强,5.6,2015,免费
赶尸人之摄魂铃,主演:黄欣靓顾靖,7.0,2015,免费
克隆女友,主演:李桦,6.8,2015,免费
商囧,主演:张卓霖陆思宇,5.5,2015,免费
烈日读心,主演:李若斯,6.0,2015,免费
借梦空间,主演:张能富范楚儿,5.8,2015,免费
茅山道士,主演:彭禺厶,7.2,2015,免费
神月大陆,主演:孙玮伦,6.9,2015,免费
总裁女友,主演:徐浩然,6.4,2015,免费
生化危机战,主演:包美美,5.9,2015,免费
死亡频率,主演:李乐辰,5.9,2015,免费
功夫奇葩闯北京,主演:石阿奇韩金姗关俊杰,7.0,2015,免费
我的前任是僵尸,主演:刘静怡秦立洋,7.4,2015,免费
整容液事件1,主演:齐超桑娜(演员）,7.0,2015,免费
阴阳墓,主演:刘卓刘亦桐李漠楠,6.1,2015,免费
死亡倒计时,主演:陈雯王越,6.4,2015,免费
深夜书店,主演:彭禺厶乔晟一,7.2,2015,免费
一个陌生女人的来劲,主演:金小优杨子萱,6.9,2015,免费
空气男友,主演:王冬刘谋峰,7.1,2015,免费
驱魔少年,主演:邵汉军侯晓明王菡,6.7,2015,免费
恋尸人,主演:黄波朵朵,6.3,2015,免费
泡上美女总裁3,主演:陈国良陈佩珊,7.3,2015,免费
美女也疯狂,主演:魏小欢张玉轩,6.5,2015,免费
半张床之异地爱情,主演:徐伟金芮伊,7.1,2015,免费
诡变迷途,主演:齐璐吴斌然,6.1,2015,免费
偷窥大师,演员为空,6.0,2015,免费
校园仙侠传,主演:许诺迟漠寒,6.7,2015,免费
我叫陆仁甲,主演:李志文,6.9,2015,免费
男明星的秘密,主演:倪天年华甄珍,6.0,2015,免费
死亡演出,主演:陈叶玲储毅,5.6,2015,免费
我的青春只为你绽放,主演:王雯琪赵宏亮,6.2,2015,免费
勇攀高峰,主演:边嘉威陈升卫,5.8,2015,免费
爱情对对碰,主演:付瑶马德华,6.8,2015,免费
保姆的私密日记,主演:张钧涵朱富润,5.7,2015,免费
精武雄风,主演:广帅龙武,6.9,2015,免费
致命回忆,主演:王雯琪赵宏亮,5.5,2015,免费
窥爱,主演:宋撼寰,6.2,2015,免费
土豪也绅士,主演:韩锐高瑕,7.1,2015,免费
重返九七,主演:张龙吟蔡源,7.2,2015,免费
赌神归来,主演:师一钧欧宇宁,6.7,2015,免费
孩子去哪,主演:张育馨杨晓鹏,7.1,2015,免费
死亡游戏之逆转人生,主演:刘冯合欢韩帅张硕,6.8,2015,免费
708090,主演:孙铱,6.1,2015,免费
精英操作团,主演:张健石可人,5.3,2015,免费
白日杀机,主演:郑诺,5.7,2015,免费
找锤子,主演:吴优侯茗皓,5.6,2015,免费
驱魔保安,主演:周敬峰赵煜i,6.9,2015,免费
霸道总裁和他的男人,主演:尤旻昊,6.5,2015,免费
捉妖济2,主演:刘頔齐超,6.4,2015,免费
伏魔道长,主演:柳航吴业晗,6.6,2015,免费
钢的舞,主演:秦立洋,6.9,2015,免费
十二星座之上海滩,主演:王宁修睿,6.9,2015,免费
情人节缘分制造记,主演:梁炜钿,6.4,2015,免费
盗墓风云,主演:陈之辉姚雨鑫,6.2,2015,免费
异爱,主演:张倩如唐伟鹏,6.3,2015,免费
我的老婆未成年,主演:郑拓疆,7.4,2015,免费
道姑下山,主演:赵若辰赵奕杰,5.8,2015,免费
爱@发光体,主演:孙逢苑王婧蕊,6.5,2015,免费
鬼局之放开那僵尸,主演:周柏霖岑小林,6.3,2015,免费
钢管侠,主演:刘长纯于震寰,5.3,2015,免费
命中住定,主演:李婷玉程芳,6.3,2015,免费
我的麦霸女友2,主演:谭渤霖朱佳希,6.9,2015,免费
疯狂计中计,主演:姚伟男丁旺,5.8,2015,免费
霸道总裁别惹我,主演:陈佩珊张亚飞,7.2,2015,免费
门路,主演:苏珊娜刘菲杨剑雄,5.8,2015,免费
浴火凤凰,主演:陈觅彦艳,7.1,2015,免费
求爱操作团,主演:罗翔朱佳希,6.6,2015,免费
大话西游之妖怪别跑4,主演:徐庆王昊宇,5.8,2015,免费
我和女神有个约会,主演:彭亚兰,6.8,2015,免费
阴阳先生,主演:彭禺厶高成龙,7.7,2015,免费
练手3乱世巨星,主演:许知剑田野,6.6,2015,免费
宝贝快跑2015,主演:温思年赖芊合,6.7,2015,免费
纯情房客俏房东,主演:彭亚兰张一航张子萱,6.7,2015,免费
捉妖济,主演:刘頔汪晴黄永卓,6.9,2015,免费
我的干爹是个贼,主演:曲高位黄诗佳,6.9,2015,免费
寻找路人甲,主演:芦伟洪洋,5.3,2015,免费
一个人的年,主演:胡语迟李娜,7.9,2015,免费
道士降魔,主演:杨易之辰轩锐,6.5,2015,免费
疯狂试爱,主演:储毅胡彪郜小良,6.0,2015,免费
雇佣老公2,主演:张凯黄伟,6.6,2015,免费
极品无赖犯二记,主演:赵寒雪刘畅,6.8,2015,免费
小王刚传奇,主演:王刚王军,7.4,2015,免费
荒诞夜醉囧,主演:甘昀宸李东明,6.4,2015,免费
婚姻合伙人之爸爸去哪儿 ,主演:刘牧任洋样,7.0,2015,免费
玩的就是艳遇,主演:邹杨李柏霄苑琼丹,7.3,2015,免费
爸爸再爱我一次,主演:卢雨菲王艺诺王磊,7.5,2015,免费
摄男斗女模,主演:何岸之,6.7,2015,免费
女神凶咒,主演:何欣烛陈健,6.3,2015,免费
道士出山2伏魔军团,主演:彭禺厶,7.5,2015,免费
蒲出去2之皇者之阶,主演:李雅丽,6.8,2015,免费
东北灵异录,主演:冯泽岩伊洪涛吴昊,6.6,2015,免费
红粉西游,主演:林晨韦宝拉权睿,6.1,2015,免费
美女总裁的贴身高手,主演:魏冠男王雨涵张茜,6.8,2015,免费
蔷薇生死恋,主演:杨文吴伟,6.0,2015,免费
女神时代,主演:姚雨鑫,6.8,2015,免费
出轨边缘,主演:高梦瑶王珺,6.4,2015,免费
我的相亲不靠谱,主演:苏晗孔亮,6.2,2015,免费
一路杀机,主演:储毅胡彪,5.8,2015,免费
致我们的节操童年,主演:贺鑫隆洪源,7.1,2015,免费
苍穹下的灰姑娘,主演:牟雨晨李星宇,6.6,2015,免费
死亡幽林,主演:陈茂林巩月邹盛林,6.4,2015,免费
一夜疯狂,主演:秦彩瑶童丹,6.4,2015,免费
爆脾气,主演:周昭龙,6.2,2015,免费
初心房间,主演:王皓玥郜小良,5.8,2015,免费
欲罪,主演:刘小乔孔祥伟,6.4,2015,免费
社交情圣,主演:李川汪家羽,6.9,2015,免费
为了荣誉开枪,主演:林珍钊,6.0,2015,免费
迷失（2015）,主演:徐光宇肖和若凡,6.6,2015,免费
奔跑吧小凡,主演:陈欢肖咏佳,7.0,2015,免费
肉灵芝,主演:何立强,6.1,2015,免费
大话西游之妖怪别跑3,主演:徐庆,5.5,2015,免费
18爱不爱之怦然心动,主演:汐熙刘薇,7.0,2015,免费
大学时代,主演:大飞田宁宁,7.1,2015,免费
终极兵王,主演:鄢子龙陈雯,6.3,2015,免费
灰色记忆,主演:董阿娇肖龙,6.4,2015,免费
异能女友,主演:傅筱,6.6,2015,免费
超能机器女友,主演:廖望刘静怡,6.5,2015,免费
听说爱情回来过,主演:罗彬小灿,6.9,2015,免费
泰爱你,主演:项瑾李恩知,7.3,2015,免费
如果分手,主演:谷佳倪赵楚纶,6.8,2015,免费
逆乱青春,主演:冯朔刘彦颖陈亚涛,7.0,2015,免费
失爱,主演:包美美杨亚洲韩三明,6.8,2015,免费
恐怖催眠师,主演:葛恒瑞陈美丽王佳宇,6.0,2015,免费
校园疯骚史之舞动青春,主演:彭禺厶朱佳希谭渤霖,7.5,2015,免费
上帝的爱,主演:武天辰高川,6.6,2015,免费
我们都还太年轻2：下一秒,主演:张鑫汪昱含,6.5,2015,免费
大话西游之妖怪别跑2,主演:徐庆胡浩帆,5.2,2015,免费
八公山传奇,主演:肖梦龙,6.5,2015,免费
战狼传奇,主演:吴庆建,5.8,2015,免费
快递哥,主演:解艺,6.6,2015,免费
城市乌云,主演:姚小宝,5.9,2015,免费
闪婚日记,主演:王博,6.9,2015,免费
阿德正传之这个阿德不太冷,主演:杨德朗,6.3,2015,免费
初来诈盗,主演:张章,5.6,2015,免费
道士出山,主演:彭禺厶金梓壑,6.8,2015,免费
特种兵归来,主演:文东俊,6.1,2015,免费
萝莉进行时,主演:玛蒂尔达队,5.9,2015,免费
三亚婚纱照,主演:曾黄楷,6.4,2015,免费
蓝颜祸水,主演:刘奇峰,6.3,2015,免费
陪我,主演:彭禺厶,7.4,2015,免费
私奔公路,主演:余庆张娜,5.9,2015,免费
七婴母王鼎,主演:李凯诗,5.6,2015,免费
赶尸人,主演:章顺康,5.8,2015,免费
大笑西游之白骨精的爱情故事,主演:魏亚鑫,4.8,2015,免费
大笑西游之人体模特,主演:魏亚鑫,5.1,2015,免费
极速世界之战车,主演:孙敬媛,6.2,2015,免费
鹤城往事,主演:李阳房言王冲,7.7,2015,免费
头牌谋杀案,主演:杨易之,6.6,2015,免费
杜尔摩斯与杜蕾丝,主演:杜硕,6.3,2015,免费
我的奇葩婚礼,主演:曹子辰,6.7,2015,免费
大话西游之妖怪别跑,主演:徐庆王昊宇,5.4,2015,免费
熊猫与双喜,主演:林俊杰,6.6,2015,免费
泡上美女总裁2,主演:卢倩文,6.6,2015,免费
幻影杀戮,主演:童抒伟任逍遥,6.5,2015,免费
少年老二的烦恼,主演:小黑,6.7,2015,免费
成都爱情故事,主演:游雨丝罗柯,6.3,2015,免费
欲望的士,主演:刘桦,6.4,2015,免费
男奴时代,主演:罗娜韩啸,4.3,2015,免费
西雅图寻爱记,主演:孙玮伦李思雯,6.1,2015,免费
完美约会,主演:马晓辉,5.5,2015,免费
美女敢死队,主演:欧阳羽飞,4.6,2015,免费
还珠格格2015之还猪格格,主演:高义健,5.7,2015,免费
Hello锦衣卫,主演:谭渤霖,5.8,2015,免费
蔚蓝,主演:谢苗,6.7,2015,免费
狼图腾纪录片,主演:冯绍峰窦骁,7.1,2015,免费
代孕,主演:白鹿晨,6.2,2015,免费
整形护士,主演:马里亚荣钰轩,6.0,2015,免费
阴谋与背叛,主演:王晗峰,6.3,2015,免费
阿德正传之降魔篇,主演:杨德朗,6.2,2015,免费
来自东莞的你,主演:老罗一家,5.9,2015,免费
蛇眼神探：女明星失踪之谜,主演:金士城,5.5,2015,免费
非常较量,主演:洋光由力平,6.5,2015,免费
房爱,主演:郑诺,6.6,2015,免费
谋逆,主演:李天烨,5.1,2015,免费
明媚的青春2：迷失,主演:龙一一刘大铖,5.3,2015,免费
青春盛筵2：边沿,主演:史育菲刘佳,6.1,2015,免费
不归路,主演:洪芳金毅杰,7.4,2015,免费
宅男的终极幻想,主演:高旭,5.2,2015,免费
网络惊魂,主演:李钰婕,6.9,2015,付费
女导演连环杀人案,主演:姚祖妍,6.9,2015,付费
疯狂制“骗”人,主演:周敬峰谭笑,5.9,2015,付费
平行空间-忐忑艳遇,主演:苗正阳,6.5,2015,付费
七号渔场,主演:王星池恒宇梁旭,5.2,2015,付费
惊魂夜大事件,主演:鲍磊李宁杨丹卿雯,6.4,2015,付费
呼唤2015,主演:李艺娜,7.4,2015,付费
贼太囧,主演:崔志佳,7.6,2015,付费
扯淡侠,主演:莫熙儿,6.8,2015,付费
三贱客,主演:张留,6.6,2015,付费
罪恶空间,主演:张乃歌王婧蕊,6.3,2015,付费
3D今夜情迷,主演:谢雨薇吉克杰拉崔宏,6.7,2015,付费
粤囧,主演:孙言,6.7,2015,付费
尺度大开,主演:田亮史可,6.6,2015,付费
暗光,主演:田野郝麒麟葛勇梁茜,6.5,2015,付费
道士出山3外星古墓（下）,主演:王修泽王佳宇,7.5,2015,付费
僵尸复活2015,主演:江森常国斌,6.2,2015,付费
车震陷阱,主演:徐申东马梓涵,6.5,2015,付费
笑创三国,主演:王健森郭雨婷姜星呈,6.7,2015,付费
恋爱大师2015,主演:尤艺泽,6.9,2015,付费
三抬镇,主演:史佩琳武子钧魏子平,6.6,2015,付费
心惊肉笑,主演:彭禺厶高成龙庞贝童,6.8,2015,付费
我的前妻和现任,主演:吴强李明轩,7.6,2015,付费
午夜朋友圈,主演:卢鑫,7.0,2015,付费
神马是爱情,主演:刘博庆赫野,7.7,2015,付费
光棍奇遇记3,主演:刘爽,6.7,2015,付费
