Title,Role,Score,Year,Free
一露阳光,主演:刘凯伊,7.4,2015,付费
模特特烦恼,主演:李晓东李柏萱,7.0,2015,付费
在下叶良晨,主演:杨爵于倩解斯童,4.7,2015,付费
穿越成神,主演:殷小纹韩宇辰张硕,7.1,2015,付费
网络惊魂,主演:李钰婕,6.9,2015,付费
女导演连环杀人案,主演:姚祖妍,6.9,2015,付费
疯狂制“骗”人,主演:周敬峰谭笑,5.9,2015,付费
平行空间-忐忑艳遇,主演:苗正阳,6.5,2015,付费
七号渔场,主演:王星池恒宇梁旭,5.2,2015,付费
惊魂夜大事件,主演:鲍磊李宁杨丹卿雯,6.4,2015,付费
呼唤2015,主演:李艺娜,7.4,2015,付费
贼太囧,主演:崔志佳,7.6,2015,付费
扯淡侠,主演:莫熙儿,6.8,2015,付费
三贱客,主演:张留,6.6,2015,付费
罪恶空间,主演:张乃歌王婧蕊,6.3,2015,付费
3D今夜情迷,主演:谢雨薇吉克杰拉崔宏,6.7,2015,付费
粤囧,主演:孙言,6.7,2015,付费
尺度大开,主演:田亮史可,6.6,2015,付费
暗光,主演:田野郝麒麟葛勇梁茜,6.5,2015,付费
道士出山3外星古墓（下）,主演:王修泽王佳宇,7.5,2015,付费
僵尸复活2015,主演:江森常国斌,6.2,2015,付费
车震陷阱,主演:徐申东马梓涵,6.5,2015,付费
笑创三国,主演:王健森郭雨婷姜星呈,6.7,2015,付费
恋爱大师2015,主演:尤艺泽,6.9,2015,付费
三抬镇,主演:史佩琳武子钧魏子平,6.6,2015,付费
心惊肉笑,主演:彭禺厶高成龙庞贝童,6.8,2015,付费
我的前妻和现任,主演:吴强李明轩,7.6,2015,付费
午夜朋友圈,主演:卢鑫,7.0,2015,付费
神马是爱情,主演:刘博庆赫野,7.7,2015,付费
光棍奇遇记3,主演:刘爽,6.7,2015,付费
一露阳光,主演:刘凯伊,7.4,2015,付费
模特特烦恼,主演:李晓东李柏萱,7.0,2015,付费
在下叶良晨,主演:杨爵于倩解斯童,4.7,2015,付费
穿越成神,主演:殷小纹韩宇辰张硕,7.1,2015,付费
阴婚师,主演:丁溪鹤韩思露张策,7.0,2015,付费
毒怨魅影,主演:李沛欣,6.3,2015,付费
无码青春期,主演:任爵铭,7.3,2015,付费
大山之上,主演:卢学习,6.5,2015,付费
饥恶游戏,主演:刘裕龙,6.4,2015,付费
校花驾到2蜜桃时代,主演:范薇文卓,7.4,2015,付费
巷囧,主演:刘梦熙田甜高紫婷,5.6,2015,付费
杀死二狗,主演:张宏星,5.9,2015,付费
道士出山3外星古墓（上）,主演:王修泽王佳宇,7.6,2015,付费
云烟深处,主演:赵婷杨松睿王建平,6.5,2015,付费
玉面威龙,主演:姚雨鑫周斌,7.3,2015,付费
希望治愈悲伤,主演:刘童王尹辰,6.6,2015,付费
岭城兄弟2,主演:刘佳赵本六,7.7,2015,付费
超级特工档,主演:肖基国方方罗松华,5.4,2015,付费
火玫瑰丛林有狼,主演:沈璐齐炫宇唐秦,7.0,2015,付费
人偶怪谈,主演:孙正霖吴蓓蓓朱麒,6.3,2015,付费
和空姐合租的日子,演员为空,5.9,2015,付费
泡妞秘籍,主演:孔垂楠黄礼格贾征宇,7.6,2015,付费
我的僵尸先生,主演:苗韵桐,7.1,2015,付费
奔跑吧有情人,主演:郑恺,7.1,2015,付费
再爱24小时,主演:赖帅明,6.9,2015,付费
驱魔人前传,主演:高广泽,7.0,2015,付费
怪侠男友,主演:张晓宇黄强耀李曦,6.0,2015,付费
绑架郭德纲,主演:黄鹤飞,6.5,2015,付费
互撸七兄弟,主演:发财,5.3,2015,付费
悲情男女之彻夜未眠,主演:郭佩妮金士城,5.9,2015,付费
北漂明星梦之血泪史,主演:马睿菈千百顺,7.1,2015,付费
秘爱,主演:肖行coco,6.1,2015,付费
丑女上位,主演:岑苑之关英雪,6.8,2015,付费
倚凤之岭南风云,主演:彭远扬杨凤,7.4,2015,付费
深夜难眠,主演:雷旭晗李艳妮,7.7,2015,付费
一夜四十万,主演:孙渤洋,6.8,2015,付费
电子商务之寻唐记,主演:黄志文,4.9,2015,付费
大话封神10九天十地绝情阵,主演:李佩泽王梓健师伟,6.1,2015,付费
大话封神9之太乙真人,主演:王梓健师伟张贺,5.9,2015,付费
疯狂的夜,主演:朱美璇廖小飞,6.6,2015,付费
鬼灭灯之冤魂不散,主演:葛恒瑞,5.9,2015,付费
西南偏南,主演:刘馨镁,5.5,2015,付费
韩囧,主演:张亚希班嘉佳,6.6,2015,付费
这份情，我在乎,主演:郑韵,6.3,2015,付费
大话封神8之无情花蛊,主演:李佩泽,6.7,2015,付费
大话封神7之常阳山奇遇记,主演:李佩泽,6.7,2015,付费
避风港囧,主演:李俊杰李达,7.4,2015,付费
陌·生,主演:韩永宽（演员）王欢,6.2,2015,付费
梯玛和他的儿子,主演:张凯（演员）,6.3,2015,付费
狗眼看阴阳1帝王香包,主演:郎鹏颜丹,7.1,2015,付费
大城喜事,主演:林邦栋,5.3,2015,付费
鏖战,主演:陈奕名李思娜,5.7,2015,付费
静静的夜晚,主演:宋宁郑亦桐,6.2,2015,付费
客栈怪谈,主演:张瑞马建平,5.2,2015,付费
我不是王宝强,主演:李达马诺,6.4,2015,付费
大话封神6之龙王复仇计,主演:李佩泽,6.2,2015,付费
大话封神5之总裁哪吒,主演:李佩泽,6.2,2015,付费
午夜讲诡故事2,主演:卢倩文,6.6,2015,付费
道士斗僵尸,主演:李理杨萌,6.5,2015,付费
北京我爱你,主演:刘真佑程实,6.7,2015,付费
戴套吧豹头君,主演:方飞杨盛祺,6.9,2015,付费
夜店公主擒爱记,主演:于嘉溢李蕾,6.8,2015,付费
婚迷不醒,主演:朱璇朱富润,6.3,2015,付费
倚凤之人在江湖,主演:彭远洋,6.3,2015,付费
二龙湖浩哥之狂暴之路,主演:张浩,7.6,2015,付费
大话封神4之最强弃少,主演:李佩泽,5.3,2015,付费
大话封神3之修仙高手在校园,主演:李佩泽,5.4,2015,付费
春天的童话,主演:马卢健杨慧,5.6,2015,付费
脱线灵探理柯南,主演:赵晟然许林,7.2,2015,付费
倒倒倒霉熊,主演:汤振武张超男,5.1,2015,付费
贴身俏保镖,主演:黄玮伦姜黎明,6.0,2015,付费
午夜讲诡故事,主演:黄梓城卢倩文,6.6,2015,付费
长大成人2015,主演:李三平,6.5,2015,付费
大话封神之屌丝道士的幸福生活,主演:午马,5.6,2015,付费
大话封神之都是女娲惹的祸,主演:午马,5.6,2015,付费
窑湾酒娘,主演:李紫嫣,6.5,2015,付费
诱耳,主演:刘璐,5.6,2015,付费
女人时代,主演:刘燕,6.5,2015,付费
讨债,主演:赵子豪,6.8,2015,付费
三人行必有我死,主演:杨程成段云,5.2,2015,付费
人皮面具：背尸者,主演:童锅夏青成国兰,4.9,2015,付费
蒲公英男孩,主演:郭东坡赵柳红,6.4,2015,付费
公主,主演:袁钰植唐文琦,6.4,2015,付费
羊入壶口,主演:杨洋索牧,6.2,2015,付费
泡菜,主演:王晓曦张汝蕾,6.5,2015,付费
暗花无间,主演:罗璇林威,6.4,2015,付费
霸道富婆爱上我,主演:刘畅郑焱今,6.5,2015,付费
那片天空下,主演:李璐兵杨森唐雄,6.1,2015,付费
一夜未回,主演:刘谋峰闫墨,6.1,2015,付费
成人游戏,主演:芦苇,6.4,2015,付费
奔跑吧青春,主演:曹祁元,6.7,2015,付费
北漂奇遇记,主演:廖小飞,5.1,2015,付费
最强少年,主演:易虎臣,6.5,2015,付费
大闹儿,主演:白迎冬,6.3,2015,付费
老海的新生活,主演:王晓曦,6.3,2015,付费
第二次爱你另类结局版,主演:杨博,8.1,2015,付费
恶人之百鬼夜行,主演:林沁园,6.5,2015,付费
模女的梦想,主演:万昕,7.2,2015,付费
屌丝男女,主演:芦伟,5.9,2015,付费
八座城池,主演:郭祥鹏,6.8,2015,付费
枕边幽灵,主演:马晶晶,5.4,2015,付费
性治疗师,主演:苏贯永,5.9,2015,付费
星路秘闻,主演:吉飞龙,5.1,2015,付费
末路盈歌,主演:范子绮,6.1,2015,付费
岭城兄弟,主演:于利,7.2,2015,付费
巢战2,主演:陈伙金,5.9,2015,付费
愚姊之盼,主演:刘婕然,6.5,2015,付费
命运,主演:张能富,8.0,2015,付费
破茧,主演:张春龙张学虎孙易铖,4.6,2015,付费
一路向北,主演:王锦明,7.1,2015,付费
天使不孤独,主演:徐婕儿王文辉,6.7,2015,付费
临冬城市,主演:金夕,6.1,2015,付费
泛泛之辈,主演:孙逢苑,6.4,2015,付费
特卫俏佳人,主演:黄玮伦,6.2,2015,付费
续命怪谈,主演:张维政李雨洋,6.2,2011_2014,免费
晓时代,主演:叶梓棠侯芊妤,6.6,2011_2014,免费
没问题先生,主演:杨成井凌潇,6.5,2011_2014,免费
恋恋海湾,主演:吴中天金小曼,7.1,2011_2014,免费
守护 2014,主演:蒋依杉刘惠,7.6,2011_2014,免费
先生好冷,主演:苏菲,6.8,2011_2014,免费
疯狂的U盘,主演:刘芊妤,6.8,2011_2014,免费
逗比时代之混婚,主演:蒋黎明,4.2,2011_2014,免费
暴走囧探,主演:金柯陈哈妮王鹤铮,4.7,2011_2014,免费
瑰觅,主演:郭家诺侍宣如,5.4,2011_2014,免费
赌局风云之诈和,主演:钱怡,5.1,2011_2014,免费
禁忌关系之双非,主演:靳庆玲靳美玲,5.4,2011_2014,免费
青春之殇2,主演:于山川,7.1,2011_2014,免费
墙上的女人,主演:彭禺厶,5.7,2011_2014,免费
红颜露水,主演:苏菲,5.8,2011_2014,免费
快递先生,主演:黄盛量莫绮雯,6.3,2011_2014,免费
疯花血月,主演:王君龄,3.8,2011_2014,免费
锦衣卫女神之豪囧,主演:王洁曦,4.3,2011_2014,免费
挚爱的代价,主演:李瑞雪,5.9,2011_2014,免费
灵瞳,主演:李理,4.6,2011_2014,免费
我不是冯导,主演:张朋罗梓丹,4.6,2011_2014,免费
校花驾到之极品校花,主演:赵奕欢,5.8,2011_2014,免费
美色时代,主演:王希之邓琳,4.7,2011_2014,免费
酱紫青年,主演:柳航黄一山李思琦,6.7,2011_2014,免费
致青春-兄弟篇,主演:豆艺坤张雪,7.7,2011_2014,免费
爱上女主播,主演:何中华,7.9,2011_2014,免费
如果树知道,主演:周鑫蕊鲍玲玉,7.7,2011_2014,免费
我的充气恋人,主演:唐振刚马之秦周咏轩,6.3,2011_2014,免费
失恋33年之一往情深,主演:黎一萱,6.1,2011_2014,免费
平安之盾,主演:郭冬临赵少康戚云鹏,7.0,2011_2014,免费
续命怪谈,主演:张维政李雨洋,6.2,2011_2014,免费
晓时代,主演:叶梓棠侯芊妤,6.6,2011_2014,免费
没问题先生,主演:杨成井凌潇,6.5,2011_2014,免费
恋恋海湾,主演:吴中天金小曼,7.1,2011_2014,免费
守护 2014,主演:蒋依杉刘惠,7.6,2011_2014,免费
先生好冷,主演:苏菲,6.8,2011_2014,免费
疯狂的U盘,主演:刘芊妤,6.8,2011_2014,免费
逗比时代之混婚,主演:蒋黎明,4.2,2011_2014,免费
暴走囧探,主演:金柯陈哈妮王鹤铮,4.7,2011_2014,免费
瑰觅,主演:郭家诺侍宣如,5.4,2011_2014,免费
赌局风云之诈和,主演:钱怡,5.1,2011_2014,免费
禁忌关系之双非,主演:靳庆玲靳美玲,5.4,2011_2014,免费
青春之殇2,主演:于山川,7.1,2011_2014,免费
墙上的女人,主演:彭禺厶,5.7,2011_2014,免费
红颜露水,主演:苏菲,5.8,2011_2014,免费
快递先生,主演:黄盛量莫绮雯,6.3,2011_2014,免费
疯花血月,主演:王君龄,3.8,2011_2014,免费
锦衣卫女神之豪囧,主演:王洁曦,4.3,2011_2014,免费
挚爱的代价,主演:李瑞雪,5.9,2011_2014,免费
灵瞳,主演:李理,4.6,2011_2014,免费
我不是冯导,主演:张朋罗梓丹,4.6,2011_2014,免费
校花驾到之极品校花,主演:赵奕欢,5.8,2011_2014,免费
美色时代,主演:王希之邓琳,4.7,2011_2014,免费
酱紫青年,主演:柳航黄一山李思琦,6.7,2011_2014,免费
致青春-兄弟篇,主演:豆艺坤张雪,7.7,2011_2014,免费
爱上女主播,主演:何中华,7.9,2011_2014,免费
如果树知道,主演:周鑫蕊鲍玲玉,7.7,2011_2014,免费
我的充气恋人,主演:唐振刚马之秦周咏轩,6.3,2011_2014,免费
失恋33年之一往情深,主演:黎一萱,6.1,2011_2014,免费
平安之盾,主演:郭冬临赵少康戚云鹏,7.0,2011_2014,免费
灵异实录（中国版）,主演:慕青胡可易宋波,5.7,2011_2014,免费
爱妹,主演:南鑫,6.4,2011_2014,免费
且行且珍惜,主演:蓝飞洋程琳,4.8,2011_2014,免费
来自星星的教练,主演:陈欢班嘉佳,5.1,2011_2014,免费
她认出了风暴,主演:汤唯冯绍峰许鞍华,7.2,2011_2014,免费
青春.com,主演:古丽娜,4.0,2011_2014,免费
最后的学生时代粤语,主演:李灿燐梁嘉琪罗树煌,6.3,2011_2014,免费
小姨子去哪儿,主演:肖燕芮伟航,6.2,2011_2014,免费
了不起的秦小毫,主演:孙玮蔚蔡力豪,5.6,2011_2014,免费
夏之伤,主演:范云飞张卓霖,6.8,2011_2014,免费
暖男电话,主演:彭禺厶李妍瑾,5.5,2011_2014,免费
黄金日记,主演:顾超凡,5.1,2011_2014,免费
山村姑娘2,主演:杨易之,7.1,2011_2014,免费
黑色情人节,主演:王佺,6.8,2011_2014,免费
我是大导演,主演:徐俊王若溪,6.2,2011_2014,免费
我的北漂生活,主演:马劭楠孙逢苑,6.7,2011_2014,免费
我的校花妹妹,主演:王博张娜龚绮赵昕彤,6.1,2011_2014,免费
女神信条,主演:王希之,6.1,2011_2014,免费
第102次相亲,主演:张慧雯,6.2,2011_2014,免费
西游之一路向东,主演:子昊刘朋洋,4.4,2011_2014,免费
爱情是什么,主演:张颖葛杨曦,7.7,2011_2014,免费
毒来毒往,主演:马帅陈欣孺,6.4,2011_2014,免费
偷窥女人心,主演:唐治平闫佳颖,4.9,2011_2014,免费
巴黎呼叫转移,主演:李东洺贺怡,5.9,2011_2014,免费
聂小倩之尘缘未了,主演:郭婉冬,6.1,2011_2014,免费
片警妈妈,主演:张雪迎沈丹萍,7.7,2011_2014,免费
边缘,主演:梅尔维尔·珀波,6.0,2011_2014,免费
美丽世界的孤儿,主演:张卓霖,6.5,2011_2014,免费
军刺之不良少年,主演:袁布,5.9,2011_2014,免费
整形归来2,主演:苏菲张乃歌张慧雯,6.1,2011_2014,免费
痛爱边缘,主演:于婷婷,6.5,2011_2014,免费
年青时代之女人心,主演:王佳丽赵雪,7.0,2011_2014,免费
黑色爱情故事,主演:陈子淇,6.3,2011_2014,免费
女一号的代价,主演:苏菲,5.8,2011_2014,免费
裸模之错过的女孩,主演:刘双宁陈臣,7.1,2011_2014,免费
人艰不拆,主演:毕晓晨吴明轩,6.9,2011_2014,免费
变形记,主演:周雨铭,7.1,2011_2014,免费
恋曲之无爱不欢,主演:陈希郡崔龙阳,6.9,2011_2014,免费
且爱且珍惜,主演:周圣博金龙,7.2,2011_2014,免费
猛烈,主演:李冉史欣,6.4,2011_2014,免费
正男往事,主演:韩晔李梓嫣管贞喧,7.3,2011_2014,免费
青春序,主演:林弯弯,5.6,2011_2014,免费
东泉宾馆,主演:何强,4.8,2011_2014,免费
胖虎日记,主演:李渊（胖虎日记）,8.1,2011_2014,免费
微交少女,主演:温碧霞许雅婷蔚雨芯,5.5,2011_2014,免费
爱情终结战,主演:周芳竹杨钧承,5.3,2011_2014,免费
姐妹2再见青春,主演:韩雪薇,5.8,2011_2014,免费
山村姑娘,主演:杨易之,5.4,2011_2014,免费
鬼局之僵尸都去哪儿了,主演:陈曦,5.8,2011_2014,免费
危情30天,主演:郑艺博易薇彭程,6.6,2011_2014,免费
逆袭的千金,主演:刘静怡,6.9,2011_2014,免费
人人有份,主演:李国煌葛星米,5.6,2011_2014,免费
惊梦俏佳人,主演:莫绮雯,6.3,2011_2014,免费
足球宝贝,主演:尚淳汐,6.7,2011_2014,免费
恋爱大师之让红包飞,主演:文梦洋高深田小夕,6.8,2011_2014,免费
局2：潜逃,主演:王帅张育恺,6.3,2011_2014,免费
周一见,主演:万思成李安安,6.1,2011_2014,免费
最后的夏天,主演:王靖铭,6.8,2011_2014,免费
我听寂寞说,主演:乔涵白静,6.1,2011_2014,免费
事件·空难,主演:沈熙媛莉香于龙,6.0,2011_2014,免费
姨妈驾到,主演:赵熠洋吕亚萍,7.2,2011_2014,免费
职场诱惑,主演:陈文,6.5,2011_2014,免费
更上一层楼,主演:李琛陈羽琦廖望,6.3,2011_2014,免费
我是车模,主演:王雨涵,4.7,2011_2014,免费
北漂合伙人,主演:庞辉徐巾淇,6.0,2011_2014,免费
整形归来,主演:张慧雯,5.7,2011_2014,免费
1923,主演:马宇洲张真伟刘卫春,6.0,2011_2014,免费
半音,主演:姚安濂,7.8,2011_2014,免费
撞·青春-梦开始的地方,主演:韩承羽石昊正王婷,7.2,2011_2014,免费
大四,主演:杨德格叶丰,7.6,2011_2014,免费
猎艳者,主演:王子,6.3,2011_2014,免费
舞者,主演:孙婉茹子昊红坚,7.8,2011_2014,免费
雇佣老公,主演:张凯,4.9,2011_2014,免费
断片儿之妇仇者联盟,主演:裘恩典张斯斯靳庆玲,6.2,2011_2014,免费
彼岸花开之此去经年,主演:周昭龙,6.4,2011_2014,免费
女子分手专家,主演:蒙璐孙玮伦杨了,5.5,2011_2014,免费
青春之殇,主演:藏亚南,6.5,2011_2014,免费
我的麦霸女友,主演:刘畅罗梓丹张宁,5.6,2011_2014,免费
等你百年,主演:童心,6.8,2011_2014,免费
黑暗之光,主演:徐欢,7.8,2011_2014,免费
寻找同桌的你,主演:马诺储毅大雄汤加丽,3.9,2011_2014,免费
爱的星座,主演:梁永斌邓天晴,6.3,2011_2014,免费
三小强,主演:韩波刘沛泽飞,7.1,2011_2014,免费
角落里的阳光,主演:戴子翔王亚丽霍容,6.6,2011_2014,免费
芒果熟了,主演:阴奕彤冯小勐,6.5,2011_2014,免费
这是三里屯,主演:CarlosOttery,6.1,2011_2014,免费
青春如期2青春梦想,主演:陈羽琦王翌舟李水诺,7.2,2011_2014,免费
泡上美女总裁,主演:卢倩文葛恒瑞任秋诺,5.5,2011_2014,免费
情迷北京之地上地下,主演:马劭楠孙逢苑宇葵,5.1,2011_2014,免费
圣杯神器：骸骨之城,主演:莉莉·柯林斯,6.5,2011_2014,免费
女神,主演:马昔墨,7.8,2011_2014,免费
鸟尊记,主演:储兰兰,6.1,2011_2014,免费
链·爱,主演:高娅媛,6.8,2011_2014,免费
青春荷尔蒙2躁动时代,主演:莫熙儿高宇,5.6,2011_2014,免费
蓝可儿之旅,主演:李漫荻,6.4,2011_2014,免费
回到那年夏天,主演:方文成美曦,5.5,2011_2014,免费
美女来了,主演:金证炫施柳屹张仟,5.0,2011_2014,免费
童年的最后一个夏天,主演:孙雪张克,8.2,2011_2014,免费
铁警,主演:墨阳夏一瑶,7.0,2011_2014,免费
机会来了,主演:黄佩佩王梦李佳霖,6.9,2011_2014,免费
南极生娃,主演:谢晓萌,6.3,2011_2014,免费
爱的利息,主演:王超梁伊一,6.8,2011_2014,免费
床探,主演:周圣博邓舒元,4.9,2011_2014,免费
小偷故事2013,主演:关心乘幂梁秋毅,6.1,2011_2014,免费
艳福不浅,主演:晏一刀任芷萱张漫文,5.3,2011_2014,免费
鞭.炮,主演:李涛亮贝枭雄,6.9,2011_2014,免费
量贩春光,主演:计美臣崔航卢莹,5.5,2011_2014,免费
艳遇,主演:梁永斌邓天晴,7.5,2011_2014,免费
罗西与莫妮卡之骊靬情,主演:孟瑞于东江,5.8,2011_2014,免费
爱情试用期,主演:林雅妮郭海旺钟梦玲,6.9,2011_2014,免费
一个屌丝的自我修养,主演:王小虎,6.3,2011_2014,免费
女导演,主演:郭月,6.7,2011_2014,免费
爱情，狗说了算,主演:柴铭洋孙鸣蔚,6.6,2011_2014,免费
热血时光,主演:秦浩程妮刘勇解磊,6.7,2011_2014,免费
夜行动物（2014）,主演:邹家豪,6.0,2011_2014,免费
猜心之人心可畏,主演:夏晴金鑫,4.4,2011_2014,免费
衣锦还乡,主演:谢宜何京饶光强,8.2,2011_2014,免费
柠檬的爱情,主演:李景涛黄凯伦吴菲,6.0,2011_2014,免费
失魂记,主演:彭元王婕颖,6.1,2011_2014,免费
流氓,主演:覃文静于亚东惠通,5.8,2011_2014,免费
爱情练练看,主演:卢洪峰吴晗歆,6.1,2011_2014,免费
私人订做,主演:王一谢源张政马亚楠,5.4,2011_2014,免费
追爱计中计,主演:熊珂郭力行郭婉冬,5.0,2011_2014,免费
幸福从天而降,主演:苑琼丹梁家仁杜江,7.0,2011_2014,免费
快递英雄,主演:杨洁杨雪,7.2,2011_2014,免费
父子TCK,主演:杨晨薛奇郭芷岑,6.5,2011_2014,免费
咬子,主演:曹阳肖雪王程程刘阳,7.0,2011_2014,免费
艾山,演员为空,6.3,2011_2014,免费
二手时光,主演:张迪,6.7,2011_2014,免费
沙井村之恋,主演:李佳鑫,6.8,2011_2014,免费
阳光橱窗,主演:陈匡怡谢如霜邵诣,6.7,2011_2014,免费
稍安勿躁,主演:宋金笑范逸臣陈冲,4.5,2011_2014,免费
2011年百事贺岁片,主演:古天乐张国立周迅,7.9,2011_2014,免费
四平青年3偷天换日,主演:张浩蓝波李野,7.8,2011_2014,付费
热带,主演:杜金城,7.4,2011_2014,付费
豪取,主演:付金堂,6.1,2011_2014,付费
红色之旅,主演:启航殊晗煜,6.2,2011_2014,付费
山上有座庙,主演:张克李梓嫣,6.8,2011_2014,付费
谁的青春不叛逆,主演:王晨正,4.9,2011_2014,付费
成人记2电影版,主演:白举纲于朦胧,5.7,2011_2014,付费
迷失的女孩,主演:王淑妍欧定兴,6.2,2011_2014,付费
麻辣个艹,主演:马佳佳马威,6.9,2011_2014,付费
四平青年3偷天换日,主演:张浩蓝波李野,7.8,2011_2014,付费
热带,主演:杜金城,7.4,2011_2014,付费
豪取,主演:付金堂,6.1,2011_2014,付费
红色之旅,主演:启航殊晗煜,6.2,2011_2014,付费
山上有座庙,主演:张克李梓嫣,6.8,2011_2014,付费
谁的青春不叛逆,主演:王晨正,4.9,2011_2014,付费
成人记2电影版,主演:白举纲于朦胧,5.7,2011_2014,付费
迷失的女孩,主演:王淑妍欧定兴,6.2,2011_2014,付费
麻辣个艹,主演:马佳佳马威,6.9,2011_2014,付费
与海共生,主演:JorgeMachado,8.6,2000_2010,免费
红衣女子复仇记,主演:李晨,5.9,2000_2010,免费
孔子秘密档案,主演:王志勇张冬,6.5,2000_2010,免费
赛道娇娃,主演:米歇尔·崔切伯格,7.1,2000_2010,免费
所罗门王的宝藏(上集),主演:帕特里克·斯威兹,7.1,2000_2010,免费
爸爸，你在哪儿,主演:刘潭源,7.5,2000_2010,免费
血蝉,主演:张雷洪启发赵会会,6.9,2000_2010,免费
终极匹配,主演:陈晓东徐啸力吴佩慈,5.5,2000_2010,免费
何小光的夏天,主演:武延刘生春,7.6,2000_2010,免费
心心,主演:金心覃琴,6.3,2000_2010,免费
上海公园,主演:魏云,6.3,2000_2010,免费
北海怪兽,主演:吴庆晨,6.4,2000_2010,免费
再见 乌托邦,主演:何勇张楚窦唯崔健,7.5,2000_2010,免费
与海共生,主演:JorgeMachado,8.6,2000_2010,免费
红衣女子复仇记,主演:李晨,5.9,2000_2010,免费
孔子秘密档案,主演:王志勇张冬,6.5,2000_2010,免费
赛道娇娃,主演:米歇尔·崔切伯格,7.1,2000_2010,免费
所罗门王的宝藏(上集),主演:帕特里克·斯威兹,7.1,2000_2010,免费
爸爸，你在哪儿,主演:刘潭源,7.5,2000_2010,免费
血蝉,主演:张雷洪启发赵会会,6.9,2000_2010,免费
终极匹配,主演:陈晓东徐啸力吴佩慈,5.5,2000_2010,免费
何小光的夏天,主演:武延刘生春,7.6,2000_2010,免费
心心,主演:金心覃琴,6.3,2000_2010,免费
上海公园,主演:魏云,6.3,2000_2010,免费
北海怪兽,主演:吴庆晨,6.4,2000_2010,免费
再见 乌托邦,主演:何勇张楚窦唯崔健,7.5,2000_2010,免费
欲蛇,主演:玛丽卡·沙拉瓦特,5.9,2000_2010,付费
金星小姐,主演:金星,8.4,2000_2010,付费
过年回家,主演:李冰冰李芸梁松,7.5,2000_2010,付费
野人也有爱,主演:吴庆晨丁太升,6.9,2000_2010,付费
欲蛇,主演:玛丽卡·沙拉瓦特,5.9,2000_2010,付费
金星小姐,主演:金星,8.4,2000_2010,付费
过年回家,主演:李冰冰李芸梁松,7.5,2000_2010,付费
野人也有爱,主演:吴庆晨丁太升,6.9,2000_2010,付费
超越未来,主演:NicholasRyan,6.2,1980_1989,免费
摇滚牛仔,主演:PeterPhelps,6.2,1980_1989,免费
黑豹时代,演员为空,6.2,1980_1989,免费
超越未来,主演:NicholasRyan,6.2,1980_1989,免费
摇滚牛仔,主演:PeterPhelps,6.2,1980_1989,免费
黑豹时代,演员为空,6.2,1980_1989,免费
